lemma,upos,doc_count,total_count,mean_count,max_count,category,notes,pos_group,suggested_category_ChatGPT,suggested_category_Claude,notes_Claude,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
home,NOUN+PROPN,9,13,1.444444444,3,,,NOUN,,UNCLEAR,,,,,,obl:6 | compound:3 | obj:2 | nmod:2,work:4 | rent:1 | receive:1,coastal:1 | new:1 | generate:1,end:1 | vacation:1 | AI:1
learning,NOUN+PROPN,9,13,1.444444444,2,,,NOUN,,TECH,,,,,,obj:3 | conj:3 | nmod:3 | obl:2 | compound:2,use:1 | do:1 | engage:1 | create:1 | have:1,deep:1 | responsive:1 | immersive:1,machine:1
screenplay,NOUN+PROPN,9,12,1.333333333,3,,,NOUN,,ARTIFACT,,,,,,obj:4 | compound:3 | nmod:3 | obl:2,write:3 | work:1 | revise:1 | use:1,favorite:1,feature:1 | length:1
support,NOUN+PROPN,9,11,1.222222222,2,,,NOUN,,UNCLEAR,,that:1 | AI:1,light:1 | protagonist:1 | I:1 | person:1 | angle:1,,,compound:4 | obl:3 | obj:2 | conj:1 | root:1,have:2 | get:1 | work:1 | use:1,domestic:1 | strong:1,research:1 | fallback:1
Claude,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,AI_TECH,TECH,,,,,,vocative:5 | conj:1 | nsubj:1 | nmod:poss:1 | nmod:1,go:1 | thank:1 | sound:1,,
YouTube,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,TECH,,,,,,compound:5 | obl:3 | conj:2,storyboard:1 | watch:1 | comb:1,,
action,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,PROCESS,,,,,,conj:3 | compound:3 | obl:2 | parataxis:1 | obj:1,write:2 | pause:1,few:1 | key:1,
ad,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,ARTIFACT,,,,,,obj:4 | compound:3 | conj:2 | nmod:1,score:1 | see:1 | design:1 | write:1,,TV:1
attention,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,RESOURCE,,,,,,obj:7 | conj:1 | nsubj:1 | compound:1,pay:3 | draw:2 | capture:1 | hold:1,,
environment,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,UNCLEAR,,,,,,nmod:3 | obl:3 | obj:2 | root:1 | conj:1,rendering:2 | light:1 | work:1,virtual:2 | vast:1 | detailed:1 | natural:1 | real:1,background:1 | AI:1
friend,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,AGENT,,ChatGPT:1,,,idea:1,obl:2 | nmod:2 | root:1 | nsubj:1 | nmod:poss:1,want:1 | run:1 | help:1 | tell:1 | converse:1,good:1 | few:1,
insight,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,UNCLEAR,,,,,,obj:4 | nmod:3 | obl:2 | conj:1,provide:3 | back:1 | cover:1 | replace:1,additional:1 | great:1,
length,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,UNCLEAR,,,,,,compound:3 | nmod:2 | conj:2 | xcomp:1 | obj:1,need:1 | have:1 | depend:1,full:2 | short:1 | request:1,feature:1 | content:1
message,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,ARTIFACT,,,,,,obj:6 | obl:1 | compound:1 | nmod:1 | conj:1,send:1 | focus:1 | put:1 | have:1 | convey:1,intend:1,text:1
opinion,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,ARTIFACT,,,,,,obj:3 | obl:3 | nmod:1 | ccomp:1 | conj:1,have:2 | take:1 | know:1 | give:1 | need:1,second:2 | personal:1 | quick:1 | concrete:1,
pro,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,UNCLEAR,,,,,,obl:4 | compound:2 | root:2 | conj:1 | obj:1,find:1 | weigh:1 | add:1 | come:1 | ask:1,different:1 | critical:1,premiere:1 | feedback:1
range,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,RESOURCE,,project:2,,,art:1 | short:1 | minute:1 | hour:1,obl:4 | obj:3 | nmod:2 | compound:1,work:2 | select:1 | create:1 | find:1 | focus:1,wide:2 | large:1 | dynamic:1,color:1
sheet,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,UNCLEAR,,,,,,obj:6 | conj:2 | nmod:1 | compound:1,create:2 | do:1 | generate:1 | prepare:1 | design:1,own:1,one:2 | sample:1 | call:1 | spread:1
solution,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,CONTEXT,,,,,,obl:3 | conj:3 | obj:2 | nmod:1 | ccomp:1,come:2 | suggest:1 | think:1 | find:1 | go:1,creative:1 | potential:1,fix:1
stock,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,RESOURCE,,,,,,compound:10,,,
vibe,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,CONCEPT,,,,,,obj:6 | obl:2 | compound:1 | nmod:1,have:2 | find:1 | want:1 | match:1 | capture:1,specific:1 | underlying:1 | cartoony:1 | general:1,
view,NOUN+PROPN,9,10,1.111111111,2,,,NOUN,,DISCOURSE,,I:1 | we:1,thing:1 | piece:1 | collaboration:1 | it:1,,light:1,obj:4 | nmod:3 | obl:2 | compound:1,generate:1 | move:1 | impact:1 | give:1 | get:1,general:1 | overall:1 | holistic:1 | front:1,
back,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,it:2 | one:1,research:1 | it:1,,with:1 | photo:1 | assistant:1 | insight:1 | expert:1,compound:3 | nsubj:2 | nmod:2 | conj:1 | obj:1,do:1,laid:1,call:1
beginning,NOUN+PROPN,9,9,1.0,1,,,NOUN,,DISCOURSE,,,,,,obl:2 | root:2 | obj:1 | nmod:1 | advcl:1,generate:1 | feel:1 | communicate:1 | want:1 | have:1,very:2,
difference,NOUN+PROPN,9,9,1.0,1,,,NOUN,,DISCOURSE,,,,,,obj:5 | nsubj:outer:2 | nsubj:2,tell:2 | last:1 | make:1 | know:1 | get:1,only:1 | real:1 | noticeable:1 | noticable:1,
driver,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:3 | compound:3 | root:1 | xcomp:1 | ccomp:1,continue:1,sole:1 | creative:1,
engine,NOUN+PROPN,9,9,1.0,1,,,NOUN,,TECH,,,,,,obj:3 | obl:2 | nsubj:1 | compound:1 | nmod:1,have:1 | send:1 | get:1 | interact:1 | complement:1,intelligent:1 | effective:1 | creative:1 | good:1,search:5 | AI:1 | game:1
factor,NOUN+PROPN,9,9,1.0,1,,,NOUN,,DISCOURSE,,,,,,obl:3 | conj:2 | nsubj:2 | root:1 | obj:1,call:1 | be:1 | generate:1 | mention:1 | base:1,other:2 | many:1 | various:1 | huge:1 | possible:1,intersecting:1 | 80s:1 | movie:1
focus,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,I:10 | we:2 | work:2 | who:1,more:5 | keyword:1 | work:1 | research:1,,work:3 | aspect:3 | scenario:2 | past:2 | detail:1,obj:3 | conj:2 | obl:2 | compound:2,lose:1 | have:1 | change:1 | take:1,heavy:1 | professional:1 | narrow:1,research:1 | un:1
hope,NOUN+PROPN,9,9,1.0,1,,,NOUN,,DISCOURSE,,I:33,,able:3 | answer:2 | use:2 | move:1 | have:1,future:1 | year:1,nsubj:outer:4 | obj:2 | conj:1 | compound:1 | nsubj:1,become:2 | give:1 | seek:1 | continue:1 | keep:1,ultimate:1,
iteration,NOUN+PROPN,9,9,1.0,1,,,NOUN,PROCESS_WORKFLOW,PROCESS,,,,,,obl:6 | nsubj:1 | ccomp:1 | root:1,go:1 | ask:1 | do:1 | appear:1 | seem:1,initial:1,image:1
language,NOUN+PROPN,9,9,1.0,1,,,NOUN,,TECH,,,,,,conj:3 | compound:3 | nmod:1 | obj:1 | obl:1,use:1 | say:1,natural:1 | normal:1,person:1
phrase,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,,concept:1,,,nmod:4 | obj:3 | conj:1 | obl:unmarked:1,remove:1 | use:1 | pick:1 | give:1,typical:1 | classic:1 | certain:1 | good:1,AI:1 | speech:1
resource,NOUN+PROPN,9,9,1.0,1,,,NOUN,,RESOURCE,,,,,,obj:3 | nmod:2 | obl:1 | xcomp:1 | nsubj:1,point:1 | use:1 | find:1 | tend:1 | recommend:1,first:1 | good:1 | environmental:1,quality:1
second,NOUN+PROPN,9,9,1.0,1,,,NOUN,,RESOURCE,,,,,,obl:4 | nmod:2 | nsubj:2 | xcomp:1,generate:3 | write:2 | split:1 | get:1,split:1,
starting,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,,job:1,,scratch:1,compound:9,,,
ton,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:8 | obl:1,create:1 | have:1 | look:1 | take:1 | save:1,,
variety,NOUN+PROPN,9,9,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:5 | obj:3 | nmod:1,do:2 | work:2 | create:1 | write:1 | assist:1,wide:1,
Ai,NOUN+PROPN,8,14,1.75,3,,,NOUN,AI_TECH,TECH,,,,,,nsubj:8 | obj:3 | iobj:1 | obl:1 | compound:1,use:3 | ask:1 | remove:1 | brainstorm:1 | feel:1,,
chapter,NOUN+PROPN,8,14,1.75,7,,,NOUN,,ARTIFACT,,,,,,obj:5 | obl:4 | nmod:2 | conj:2 | compound:1,write:2 | happen:2 | shift:1 | make:1 | come:1,first:1,
house,NOUN+PROPN,8,14,1.75,6,,,NOUN,,UNCLEAR,,,,,,nmod:7 | obl:5 | compound:1 | obj:1,build:1 | go:1 | past:1 | look:1 | create:1,haunted:1 | coastal:1 | exact:1 | new:1,production:2 | $:1 | Minecraft:1
acting,NOUN+PROPN,8,13,1.625,3,,,NOUN,,UNCLEAR,,,,,,nmod:6 | compound:3 | obj:2 | conj:1 | nsubj:1,do:1 | leave:1,actual:1,voice:6
recording,NOUN+PROPN,8,12,1.5,4,,,NOUN,,ARTIFACT,,,,,,obj:4 | nmod:3 | compound:3 | obl:2,take:2 | use:2 | do:1 | eq:1,rough:1 | single:1,
base,NOUN+PROPN,8,11,1.375,3,,,NOUN,,UNCLEAR,,which:2 | it:2 | source:1 | that:1 | I:1,that:2 | character:1 | design:1 | outline:1,,app:1 | model:1 | bull:1 | year:1 | trust:1,compound:8 | obl:2 | obj:1,get:2 | use:1,decent:1 | multimedia:1,image:3 | contract:1 | photography:1 | milk:1 | text:1
blurb,NOUN+PROPN,8,11,1.375,3,,,NOUN,,UNCLEAR,,,,,,obj:5 | compound:3 | conj:2 | nmod:1,give:1 | write:1 | rewrite:1 | need:1 | provide:1,update:1 | exist:1,website:1
footage,NOUN+PROPN,8,11,1.375,2,,,NOUN,,UNCLEAR,,,,,,obj:5 | conj:3 | obl:1 | root:1 | nsubj:1,shoot:3 | color:1 | provide:1 | cost:1 | capture:1,own:1 | license:1 | archival:1 | digital:1,world:1
tech,NOUN+PROPN,8,11,1.375,2,,,NOUN,,UNCLEAR,,,,,,obj:3 | nsubj:3 | compound:3 | conj:2,leverage:1 | like:1 | improve:1 | get:1 | love:1,,AI:1 | lab:1 | vet:1
TikTok,NOUN+PROPN,8,10,1.25,2,,,NOUN,,TECH,,,,,,obl:3 | nmod:3 | compound:3 | conj:1,integrate:1 | like:1 | make:1,,
app,NOUN+PROPN,8,10,1.25,3,,,NOUN,AI_TECH,TECH,,,,,,obl:5 | conj:2 | compound:1 | nmod:1 | obj:1,focus:1 | base:1 | have:1 | work:1 | go:1,mobile:1 | new:1,meta:1 | AI:1 | procreate:1 | web:1 | android:1
coloring,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,,,,,compound:9 | conj:1,,,adult:1
colour,NOUN+PROPN,8,10,1.25,2,,,NOUN,,ARTIFACT,,,,,,compound:3 | obj:2 | conj:2 | nmod:1 | dep:1,change:1 | suggest:1,full:1,
draw,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,I:7,asset:2 | artwork:2 | image:2 | attention:2 | kit:2,,from:2 | upon:1 | procreate:1 | guide:1 | it:1,obj:3 | conj:2 | nsubj:1 | nmod:1 | obl:1,tend:1 | create:1 | dig:1 | transfer:1 | rendering:1,,hand:3 | 2nd:1 | line:1
hobby,NOUN+PROPN,8,10,1.25,3,,,NOUN,,UNCLEAR,,,,,,conj:4 | obl:3 | compound:1 | root:1 | obj:1,get:1 | start:1 | improve:1,,
interest,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,that:2,I:2,,philosophy:1,obj:6 | nmod:3 | ccomp:1,have:2 | lose:1 | show:1 | spark:1 | think:1,more:1 | main:1 | other:1 | personal:1 | musical:1,
objective,NOUN+PROPN,8,10,1.25,2,,,NOUN,,CONCEPT,,,,,,obj:5 | obl:2 | conj:1 | nsubj:outer:1 | appos:1,meet:2 | obtain:1 | communicate:1 | begin:1 | write:1,creative:1 | new:1,business:1 | photography:1 | term:1
school,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,,,,,compound:4 | nmod:3 | parataxis:1 | obj:1 | obl:1,begin:1 | attend:1 | use:1,grad:1 | high:1,sister:1 | art:1
science,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,,,,,compound:3 | obj:3 | obl:2 | conj:1 | root:1,learn:1 | use:1 | dip:1 | say:1,hard:1 | other:1 | atmospheric:1,computer:1
summary,NOUN+PROPN,8,10,1.25,2,,,NOUN,,ARTIFACT,,,,,,obj:4 | conj:3 | obl:2 | compound:1,write:3 | get:1 | ask:1 | agree:1,own:1 | short:1 | previous:1,episode:2 | podcast:1
table,NOUN+PROPN,8,10,1.25,2,,,NOUN,,UNCLEAR,,,,,,obl:3 | obj:3 | compound:2 | conj:1 | nmod:1,attract:1 | drag:1 | need:1 | use:1 | have:1,official:1,couple:1
rest,NOUN+PROPN,8,9,1.125,2,,,NOUN,,RESOURCE,,,,,,obl:3 | nsubj:2 | nmod:2 | nsubj:pass:1 | obj:1,do:2 | blend:1 | see:1 | come:1 | flow:1,,
screen,NOUN+PROPN,8,9,1.125,2,,,NOUN,,TECH,,,,,,compound:4 | obl:3 | nmod:2,remain:1 | show:1 | work:1,green:3,
site,NOUN+PROPN,8,9,1.125,2,,,NOUN,,UNCLEAR,,,,,,nmod:5 | compound:1 | obl:1 | nmod:poss:1 | nsubj:1,upload:1 | respond:1,appropriate:1 | public:1 | particular:1,photo:1 | comparison:1
studio,NOUN+PROPN,8,9,1.125,2,,,NOUN,,CONTEXT,,,,,,nmod:3 | compound:2 | obl:2 | obj:2,run:2 | mix:1 | describe:1,current:1 | rent:1,tattoo:2 | home:1 | recording:1 | game:1
trend,NOUN+PROPN,8,9,1.125,2,,,NOUN,,DISCOURSE,,measurement:1,theme:1,like:1,,obl:3 | obj:2 | conj:2 | compound:1 | ccomp:1,pick:1 | predict:1 | keep:1 | track:1 | see:1,change:1,
x,NOUN+PROPN,8,9,1.125,2,,,NOUN,,UNCLEAR,,,,,,obj:3 | compound:3 | nmod:2 | obl:1,use:2 | email:1 | mean:1,,logic:1 | pro:1 | passage:1
2nd,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:8,,,
culture,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:4 | obj:2 | nmod:1 | compound:1,create:2,strange:1 | 2nd:1 | stimulate:1 | popular:1,workplace:1 | generation:1 | immigrant:1
difficulty,NOUN+PROPN,8,8,1.0,1,,,NOUN,,DISCOURSE,,,,,,obj:3 | compound:2 | obl:1 | nmod:1 | nsubj:1,have:3 | increase:1,,
director,NOUN+PROPN,8,8,1.0,1,,,NOUN,,AGENT,,,,,,obl:3 | conj:2 | root:1 | parataxis:1 | advcl:1,feel:1 | return:1 | work:1 | guess:1 | give:1,creative:2 | establish:1 | Creative:1,Music:1
expert,NOUN+PROPN,8,8,1.0,1,,,NOUN,,AGENT,,,,,,obl:3 | acl:relcl:1 | compound:1 | nmod:1 | parataxis:1,back:1 | reach:1 | agonise:1 | speak:1 | give:1,,HR:1 | matter:1
fan,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:5 | compound:2 | nmod:1,,huge:2,
format,NOUN+PROPN,8,8,1.0,1,,,NOUN,,CONCEPT,,it:1,episode:1,,,conj:5 | ccomp:1 | obl:1 | nmod:1,struggle:1 | write:1,digital:1 | exact:1 | literary:1,screenplay:1 | type:1
illustrator,NOUN+PROPN,8,8,1.0,1,,,NOUN,,AGENT,,,,,,advcl:3 | root:2 | obj:1 | obl:1 | conj:1,use:2 | hire:1 | feel:1,human:1 | establish:1 | train:1,
limitation,NOUN+PROPN,8,8,1.0,1,,,NOUN,,RESOURCE,,,,,,obj:4 | obl:1 | nmod:1 | conj:1 | parataxis:1,fill:1 | place:1 | overcome:1 | have:1 | get:1,own:1 | creative:1 | current:1 | human:1 | similar:1,hardware:1
making,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:3 | obj:2 | compound:2 | conj:1,drive:2,creative:3 | actual:1 | traditional:1,decision:3 | music:1 | media:1 | film:1 | pattern:1
method,NOUN+PROPN,8,8,1.0,1,,,NOUN,,PROCESS,,,,,,obj:3 | nsubj:3 | conj:1 | obl:1,use:4 | help:1 | involve:1 | spe:1,plan:1 | other:1,research:1 | cat:1 | sandwich:1
musician,NOUN+PROPN,8,8,1.0,1,,,NOUN,,AGENT,,,,,,root:3 | obl:2 | obj:1 | conj:1 | compound:1,hand:1 | arrange:1 | record:1,young:1,
paragraph,NOUN+PROPN,8,8,1.0,1,,,NOUN,,ARTIFACT,,,,,,obj:5 | nsubj:2 | compound:1,craft:1 | lift:1 | write:1 | create:1 | report:1,entire:1 | introductory:1 | certain:1 | whole:1,
portion,NOUN+PROPN,8,8,1.0,1,,,NOUN,,RESOURCE,,,,,,obl:3 | obj:2 | root:1 | nmod:1 | nsubj:1,expand:1 | take:1 | change:1 | lean:1,main:1 | other:1 | digestible:1 | actual:1 | creative:1,planning:1 | ideation:1 | prototyping:1 | brainstorming:1
power,NOUN+PROPN,8,8,1.0,1,,,NOUN,,RESOURCE,,that:1,,,,nmod:4 | obj:2 | conj:1 | compound:1,earn:1 | imagine:1,psychic:1 | much:1,AI:2 | brain:1 | computing:1
print,NOUN+PROPN,8,8,1.0,1,,,NOUN,,ARTIFACT,,,,,they:1 | printer:1,obj:5 | compound:1 | nmod:1 | conj:1,sell:3 | make:1 | create:1,seasonal:1 | foil:1 | personalised:1,3d:3 | art:2 | D:1
request,NOUN+PROPN,8,8,1.0,1,,,NOUN,,PROCESS,,I:4 | project:1 | you:1 | client:1,dragon:1 | image:1 | AI:1 | that:1 | it:1,remove:1 | go:1,page:1,obj:4 | nsubj:2 | root:1 | obl:1,receive:1 | get:1 | quote:1 | ask:1 | appear:1,broad:1 | explicit:1,content:1
scenario,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:4 | obj:2 | nsubj:1 | compound:1,focus:2 | explore:1 | create:1 | have:1 | love:1,potential:1 | interactive:1 | doomsday:1 | imagine:1 | different:1,learning:1 | dream:1
schedule,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:3 | obj:3 | conj:2,do:1 | have:1 | set:1 | operate:1 | guide:1,own:1 | busy:1,week:1
society,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:3 | nmod:3 | conj:1 | nsubj:1,deal:1 | evolve:1,pre-industrial:1,
songwriting,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:3 | nmod:3 | advcl:1 | conj:1,use:1 | ask:1 | produce:1,,level:1
tip,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:4 | conj:3 | obl:1,give:2 | provide:1 | incorporate:1,useful:1 | social:1 | more:1 | top:1,media:1
today,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:unmarked:6 | obl:1 | nmod:unmarked:1,view:1 | use:1 | task:1 | purchase:1,,
up,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:5 | obl:2 | nmod:1,do:2 | create:2 | provide:1 | photoshop:1 | get:1,clean:1 | full:1 | quick:1,mock:5 | follow:3 | leg:1 | client:1
weakness,NOUN+PROPN,8,8,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:4 | conj:2 | obl:2,assess:1 | analyze:1 | find:1 | identify:1 | worry:1,potential:1,
caption,NOUN+PROPN,7,15,2.142857143,5,,,NOUN,,ARTIFACT,,,,,,obl:7 | obj:6 | nsubj:pass:1 | nmod:1,generate:3 | come:3 | write:2 | look:1 | represent:1,perfect:1 | long:1 | short:1 | punchier:1,Instagram:1
card,NOUN+PROPN,7,14,2.0,4,,,NOUN,,UNCLEAR,,,,,,compound:4 | nmod:3 | obl:3 | obj:2 | conj:2,think:1 | thank:1 | find:1 | come:1 | have:1,,business:3 | place:1 | trading:1
group,NOUN+PROPN,7,13,1.857142857,4,,,NOUN,,DISCOURSE,,,,,,compound:4 | nsubj:3 | nmod:2 | obj:2 | conj:1,be:2 | get:1 | manage:1 | quit:1,different:1 | whole:1,age:2 | performance:1
plugin,NOUN+PROPN,7,13,1.857142857,3,,,NOUN,,TECH,,,,,,nsubj:6 | obj:2 | nmod:2 | compound:1 | root:1,be:3 | mix:1 | have:1 | do:1 | last:1,good:2 | new:1 | few:1 | generative:1,AI:2 | be:2 | instrument:1
size,NOUN+PROPN,7,13,1.857142857,4,,,NOUN,,UNCLEAR,,,,,,conj:4 | obl:3 | compound:3 | obj:1 | root:1,get:2 | contain:1 | send:1,specific:1 | vary:1 | odd:1 | right:1,frame:1
listing,NOUN+PROPN,7,12,1.714285714,5,,,NOUN,,UNCLEAR,,,,,,compound:6 | obj:3 | obl:2 | nmod:1,upload:1 | come:1 | promote:1 | cut:1,new:1,product:3 | Etsy:1
plan,NOUN+PROPN,7,12,1.714285714,3,,,NOUN,,UNCLEAR,,I:13 | you:1 | they:1 | September:1,design:3 | arc:2 | class:1 | thing:1 | session:1,use:5 | paint:1 | submit:1,Cricut:1 | story:1 | AI:1 | season:1 | example:1,nsubj:4 | obj:4 | obl:2 | compound:1 | conj:1,come:2 | need:1 | expand:1 | research:1 | edit:1,basic:1 | different:1,lesson:8 | business:2
wedding,NOUN+PROPN,7,11,1.571428571,3,,,NOUN,,UNCLEAR,,,,,,compound:8 | nmod:3,,,
stream,NOUN+PROPN,7,10,1.428571429,3,,,NOUN,,UNCLEAR,,,,,room:1,compound:5 | obj:4 | obl:1,take:1 | access:1 | plan:1 | promote:1 | create:1,live:1,audio:1
ais,NOUN+PROPN,7,9,1.285714286,3,,,NOUN,,UNCLEAR,,,,,,obl:3 | obj:2 | conj:2 | nsubj:1 | nmod:1,play:1 | see:1 | experiment:1 | use:1 | vary:1,different:2 | local:2 | most:1 | build:1 | other:1,meeting:1 | summary:1 | audio:1
composition,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,,,,,compound:2 | conj:2 | obj:1 | root:1 | nsubj:1,generate:1 | require:1 | go:1,good:1,
family,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,AGENT,,,,,,compound:3 | conj:2 | obl:2 | obj:1 | nsubj:1,put:1 | go:1 | come:1 | revolve:1,many:1 | other:1,
math,NOUN+PROPN,7,9,1.285714286,3,,,NOUN,,UNCLEAR,,,,,,obj:7 | nmod:1 | nsubj:1,check:3 | do:2 | use:1 | teach:1,advanced:1 | basic:1,
niche,NOUN+PROPN,7,9,1.285714286,3,,,NOUN,,CONTEXT,,,,,,obl:2 | obj:2 | compound:2 | nsubj:outer:1 | conj:1,create:1 | appeal:1 | pick:1 | fill:1 | write:1,creative:1 | more:1 | few:1,market:1
outcome,NOUN+PROPN,7,9,1.285714286,3,,,NOUN,,DISCOURSE,,,,,,obj:6 | nsubj:1 | conj:1 | obl:1,have:2 | state:1 | provide:1 | define:1 | walk:1,pleasing:1 | different:1 | objective:1 | intend:1 | desire:1,branching:1
philosophy,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,,,,,nmod:3 | obl:3 | conj:1 | nsubj:outer:1 | appos:1,read:1 | tarry:1 | continue:1 | interest:1,,
poetry,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,,,,,conj:3 | obl:3 | compound:2 | obj:1,focus:1 | involve:1 | develop:1 | write:1,,
quote,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,one:1,request:1 | bird:1,,,conj:5 | obj:3 | obl:1,send:1 | respond:1 | give:1,previous:1,gig:2
rule,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,,concept:1,,,obj:3 | compound:2 | nmod:1 | obl:1 | conj:1,come:1 | base:1 | include:1 | force:1 | look:1,basic:1 | strict:1,
shape,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,UNCLEAR,,,writing:1 | output:1,,heart:1,conj:3 | obj:3 | obl:2 | nsubj:1,style:1 | figure:1 | trace:1 | alter:1 | distort:1,right:1 | simplify:1 | psychedelic:1 | abstract:1,
template,NOUN+PROPN,7,9,1.285714286,2,,,NOUN,,ARTIFACT,,,,,,obj:4 | obl:3 | nmod:2,create:2 | push:1 | develop:1 | search:1 | lay:1,many:1 | generic:1 | custom:1,powerpoint:1 | instruction:1 | story:1 | plan:1 | listing:1
assistance,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,obl:3 | nmod:2 | conj:1 | obj:1 | nsubj:1,use:2 | start:1 | tap:1 | become:1,creative:1,AI:3
audience,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,CONTEXT,,,,,,nmod:2 | obj:2 | obl:2 | nsubj:1 | iobj:1,create:2 | find:1 | stumble:1 | tell:1,new:1,
career,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,CONTEXT,,,,,,nmod:2 | obl:2 | nsubj:pass:1 | compound:1 | conj:1,end:1 | teach:1 | begin:1,previous:1,
component,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,nmod:3 | compound:2 | nsubj:1 | conj:1 | obl:1,combine:1,key:1,prototype:1 | up:1
developer,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,AGENT,,,,,,nsubj:4 | root:3 | conj:1,want:1 | seek:1 | investigate:1 | try:1,solo:1,AI:2 | game:1 | web:1 | software:1
hole,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,obj:2 | obl:2 | nsubj:2 | appos:1 | nmod:1,identify:2 | be:2 | brainstorm:1 | gulp:1,gape:2 | empty:1,plot:6 | water:2
path,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,obl:5 | obj:2 | conj:1,send:1 | continue:1 | stick:1 | see:1 | commit:1,other:1,
photographer,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,AGENT,,,,,,nsubj:2 | root:2 | obj:1 | nmod:poss:1 | obl:1,pay:1 | get:1 | work:1 | dabble:1,freelance:2,product:1 | pro:1 | time:1 | wedding:1
producer,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,AGENT,,,,,,root:4 | conj:2 | nsubj:1 | obl:1,generate:1,,music:1 | scaler:1 | orb:1 | video:1 | film:1
reading,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,conj:3 | compound:3 | obj:2,love:1 | do:1,general:1 | much:1,beta:1 | proof:1
shadow,NOUN+PROPN,7,8,1.142857143,2,,,NOUN,,UNCLEAR,,,,,,obj:4 | conj:2 | nmod:2,place:2 | make:2,realistic:1,
